WNT age,SHH age,G3 age,G4 age,mean0,std0,median0,q1-0,q3-0,Asia follow,US follow,median1,q1-1,q3-1,TP53+ age,TP53- age,mean-2,std-2,median-2,q1-2,q3-2,Asia age,US age,mean-3,std3,median3,q1-3,q3-3,four-type age,VS age,TP age,followup-all,mean4,std4,median4,q1-4,q3-4,internal-age,external-age,all-age,mean(std),"median(Q1, Q3)"
,,,,,,,,,11,,,,,,,,,,,,15,,,,,,,7,15,,11,,,,,,12,,12,,
,,,,,,,,,10,,,,,,,,,,,,4,,,,,,,12,4,,10,,,,,,9,,9,,
,,,,,,,,,10,,,,,,,,,,,,5,,,,,,,3,5,,10,,,,,,4,,4,,
,,,,,,,,,10,,,,,,,,,,,,8,,,,,,,4,8,,10,,,,,,12,,12,,
,,,,,,,,,9,,,,,,,,,,,,2,,,,,,,2,2,,9,,,,,,10,,10,,
,,,,,,,,,10,,,,,,,,,,,,7,,,,,,,8,7,,10,,,,,,4,,4,,
,,,,,,,,,10,,,,,,,,,,,,2,,,,,,,9,2,,10,,,,,,8,,8,,
,,,,,,,,,9,,,,,,,,,,,,5,,,,,,,16,5,,9,,,,,,9,,9,,
,,,,,,,,,9,,,,,,,,,,,,8,,,,,,,4,8,,9,,,,,,11,,11,,
,,,,,,,,,9,,,,,,,,,,,,13,,,,,,,7,13,,9,,,,,,9,,9,,
,,,,,,,,,9,,,,,,,,,,,,16,,,,,,,9,16,,9,,,,,,6,,6,,
,,,,,,,,,9,,,,,,,,,,,,10,,,,,,,12,10,,9,,,,,,10,,10,,
,,,,,,,,,9,,,,,,,,,,,,8,,,,,,,8,8,,9,,,,,,3,,3,,
,,,,,,,,,8,,,,,,,,,,,,8,,,,,,,11,8,,8,,,,,,2,,2,,
,,,,,,,,,8,,,,,,,,,,,,12,,,,,,,8,12,,8,,,,,,12,,12,,
,,,,,,,,,7,,,,,,,,,,,,5,,,,,,,9,5,,7,,,,,,2,,2,,
,,,,,,,,,7,,,,,,,,,,,,16,,,,,,,4,16,,7,,,,,,2,,2,,
,,,,,,,,,2,,,,,,,,,,,,13,,,,,,,1,13,,2,,,,,,8,,8,,
,,,,,,,,,7,,,,,,,,,,,,17,,,,,,,10,17,,7,,,,,,9,,9,,
,,,,,,,,,7,,,,,,,,,,,,16,,,,,,,2,16,,7,,,,,,,,2,,
,,,,,,,,,7,,,,,,,,,,,,4,,,,,,,18,4,,7,,,,,,,,8,,
,,,,,,,,,7,,,,,,,,,,,,7,,,,,,,3,7,,7,,,,,,,,0.83,,
,,,,,,,,,7,,,,,,,,,,,,6,,,,,,,7,6,,7,,,,,,,,9,,
,,,,,,,,,6,,,,,,,,,,,,7,,,,,,,12,7,,6,,,,,,,,4,,
,,,,,,,,,6,,,,,,,,,,,,12,,,,,,,14,12,,6,,,,,,,,16,,
,,,,,,,,,5,,,,,,,,,,,,3,,,,,,,8,3,,5,,,,,,,,15,,
,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,11,4,,5,,,,,,,,9,,
,,,,,,,,,6,,,,,,,,,,,,2,,,,,,,11,2,,6,,,,,,,,7,,
,,,,,,,,,5,,,,,,,,,,,,8,,,,,,,11,8,,5,,,,,,,,11,,
,,,,,,,,,5,,,,,,,,,,,,9,,,,,,,10,9,,5,,,,,,,,12,,
,,,,,,,,,5,,,,,,,,,,,,16,,,,,,,9,16,,5,,,,,,,,13,,
,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,14,4,,5,,,,,,,,12,,
,,,,,,,,,5,,,,,,,,,,,,7,,,,,,,1,7,,5,,,,,,,,4,,
,,,,,,,,,4,,,,,,,,,,,,9,,,,,,,12,9,,4,,,,,,,,8,,
,,,,,,,,,4,,,,,,,,,,,,12,,,,,,,6,12,,4,,,,,,,,4,,
,,,,,,,,,4,,,,,,,,,,,,8,,,,,,,9,8,,4,,,,,,,,9,,
,,,,,,,,,4,,,,,,,,,,,,11,,,,,,,4,11,,4,,,,,,,,5,,
,,,,,,,,,4,,,,,,,,,,,,8,,,,,,,12,8,,4,,,,,,,,14,,
,,,,,,,,,3,,,,,,,,,,,,9,,,,,,,10,9,,3,,,,,,,,13,,
,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,4,4,,3,,,,,,,,6,,
,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,8,1,,3,,,,,,,,12,,
,,,,,,,,,3,,,,,,,,,,,,10,,,,,,,9,10,,3,,,,,,,,10,,
,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,11,2,,3,,,,,,,,2.92,,
,,,,,,,,,3,,,,,,,,,,,,18,,,,,,,9,18,,3,,,,,,,,2.17,,
,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,6,3,,3,,,,,,,,7,,
,,,,,,,,,2,,,,,,,,,,,,7,,,,,,,10,7,,2,,,,,,,,4,,
,,,,,,,,,3,,,,,,,,,,,,12,,,,,,,3,12,,3,,,,,,,,5,,
,,,,,,,,,3,,,,,,,,,,,,14,,,,,,,2,14,,3,,,,,,,,9,,
,,,,,,,,,3,,,,,,,,,,,,8,,,,,,,12,8,,3,,,,,,,,14,,
,,,,,,,,,2,,,,,,,,,,,,11,,,,,,,2,11,,2,,,,,,,,6,,
,,,,,,,,,2,,,,,,,,,,,,11,,,,,,,2,11,,2,,,,,,,,9,,
,,,,,,,,,2,,,,,,,,,,,,11,,,,,,,8,11,,2,,,,,,,,4,,
,,,,,,,,,2,,,,,,,,,,,,10,,,,,,,9,10,,2,,,,,,,,11,,
,,,,,,,,,2,,,,,,,,,,,,9,,,,,,,2,9,,2,,,,,,,,16,,
,,,,,,,,,3,,,,,,,,,,,,14,,,,,,,25,14,,3,,,,,,,,4,,
,,,,,,,,,2,,,,,,,,,,,,10,,,,,,,8,10,,2,,,,,,,,15,,
,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,9,1,,2,,,,,,,,4,,
,,,,,,,,,2,,,,,,,,,,,,12,,,,,,,0.83,12,,2,,,,,,,,25,,
,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,9,6,,1,,,,,,,,11,,
,,,,,,,,,2,,,,,,,,,,,,9,,,,,,,4,9,,2,,,,,,,,4,,
,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,16,4,,1,,,,,,,,17,,
,,,,,,,,,1,,,,,,,,,,,,12,,,,,,,5.83,12,,1,,,,,,,,10.2,,
,,,,,,,,,1,,,,,,,,,,,,10,,,,,,,2.42,10,,1,,,,,,,,3.5,,
,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,13.17,4,,1,,,,,,,,4,,
,,,,,,,,,0,,,,,,,,,,,,8,,,,,,,4.92,8,,0,,,,,,,,10,,
,,,,,,,,,0,,,,,,,,,,,,9,,,,,,,7.42,9,,0,,,,,,,,11,,
,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,13.25,11,,1,,,,,,,,16,,
,,,,,,,,,1,,,,,,,,,,,,9,,,,,,,15,9,,1,,,,,,,,1.5,,
,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,10,6,,1,,,,,,,,10,,
,,,,,,,,,1,,,,,,,,,,,,10,,,,,,,9,10,,1,,,,,,,,3,,
,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,7,3,,1,,,,,,,,10,,
,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,11,2,,1,,,,,,,,8,,
,,,,,,,,,1,,,,,,,,,,,,12,,,,,,,12,12,,1,,,,,,,,4,,
,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,13,2,,1,,,,,,,,3,,
,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,12,2,,1,,,,,,,,10,,
,,,,,,,,,13,,,,,,,,,,,,8,,,,,,,4,8,,13,,,,,,,,9,,
,,,,,,,,,12,,,,,,,,,,,,9,,,,,,,8,9,,12,,,,,,,,5,,
,,,,,,,,,5,,,,,,,,,,,,2,,,,,,,4,2,,5,,,,,,,,9,,
,,,,,,,,,9,,,,,,,,,,,,25,,,,,,,9,25,,9,,,,,,,,13,,
,,,,,,,,,7,,,,,,,,,,,,8,,,,,,,5,8,,7,,,,,,,,17,,
,,,,,,,,,18,,,,,,,,,,,,9,,,,,,,14,9,,18,,,,,,,,2.75,,
,,,,,,,,,50,,,,,,,,,,,,0.83,,,,,,,13,0.83,,50,,,,,,,,3,,
,,,,,,,,,36,,,,,,,,,,,,9,,,,,,,6,9,,36,,,,,,,,4,,
,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,12,4,,2,,,,,,,,6.83,,
,,,,,,,,,4,,,,,,,,,,,,16,,,,,,,10,16,,4,,,,,,,,0.3,,
,,,,,,,,,10,,,,,,,,,,,,5.83,,,,,,,13,5.83,,10,,,,,,,,3.3,,
,,,,,,,,,2,,,,,,,,,,,,2.42,,,,,,,7,2.42,,2,,,,,,,,1.7,,
,,,,,,,,,40,,,,,,,,,,,,13.17,,,,,,,7,13.17,,40,,,,,,,,15.5,,
,,,,,,,,,42,,,,,,,,,,,,4.92,,,,,,,12,4.92,,42,,,,,,,,7.8,,
,,,,,,,,,35,,,,,,,,,,,,7.42,,,,,,,17,7.42,,35,,,,,,,,13.8,,
,,,,,,,,,29,,,,,,,,,,,,13.25,,,,,,,10,13.25,,29,,,,,,,,7.2,,
,,,,,,,,,32,,,,,,,,,,,,15,,,,,,,13,15,,32,,,,,,,,3.8,,
,,,,,,,,,24,,,,,,,,,,,,10,,,,,,,9,10,,24,,,,,,,,8.2,,
,,,,,,,,,24,,,,,,,,,,,,9,,,,,,,11,9,,24,,,,,,,,11.1,,
,,,,,,,,,13,,,,,,,,,,,,7,,,,,,,10,7,,13,,,,,,,,8.3,,
,,,,,,,,,10,,,,,,,,,,,,11,,,,,,,11,11,,10,,,,,,,,15.2,,
,,,,,,,,,10,,,,,,,,,,,,12,,,,,,,13,12,,10,,,,,,,,9.1,,
,,,,,,,,,9,,,,,,,,,,,,13,,,,,,,11,13,,9,,,,,,,,10.6,,
,,,,,,,,,6,,,,,,,,,,,,12,,,,,,,6,12,,6,,,,,,,,11.6,,
,,,,,,,,,6,,,,,,,,,,,,4,,,,,,,10,4,,6,,,,,,,,10,,
,,,,,,,,,6,,,,,,,,,,,,8,,,,,,,6,8,,6,,,,,,,,12.6,,
,,,,,,,,,6,,,,,,,,,,,,4,,,,,,,4,4,,6,,,,,,,,1.3,,
,,,,,,,,,2,,,,,,,,,,,,9,,,,,,,11,9,,2,,,,,,,,3.4,,
,,,,,,,,,2,,,,,,,,,,,,5,,,,,,,3,5,,2,,,,,,,,7.1,,
,,,,,,,,,2,,,,,,,,,,,,14,,,,,,,4,14,,2,,,,,,,,36.3,,
,,,,,,,,,2,,,,,,,,,,,,13,,,,,,,4,13,,2,,,,,,,,13.3,,
,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,7,6,,1,,,,,,,,6.2,,
,,,,,,,,,19,,,,,,,,,,,,12,,,,,,,6,12,,19,,,,,,,,12.5,,
,,,,,,,,,6,,,,,,,,,,,,10,,,,,,,11,10,,6,,,,,,,,12,,
,,,,,,,,,26,,,,,,,,,,,,13,,,,,,,14,13,,26,,,,,,,,13.3,,
,,,,,,,,,13,,,,,,,,,,,,7,,,,,,,6,7,,13,,,,,,,,6.4,,
,,,,,,,,,12,,,,,,,,,,,,7,,,,,,,9,7,,12,,,,,,,,11.6,,
,,,,,,,,,10,,,,,,,,,,,,12,,,,,,,2,12,,10,,,,,,,,4.3,,
,,,,,,,,,5,,,,,,,,,,,,17,,,,,,,7,17,,5,,,,,,,,14,,
,,,,,,,,,26,,,,,,,,,,,,10,,,,,,,2,10,,26,,,,,,,,9.9,,
,,,,,,,,,25,,,,,,,,,,,,13,,,,,,,13,13,,25,,,,,,,,9.9,,
,,,,,,,,,25,,,,,,,,,,,,9,,,,,,,7,9,,25,,,,,,,,4.1,,
,,,,,,,,,19,,,,,,,,,,,,11,,,,,,,0.97,11,,19,,,,,,,,9.7,,
,,,,,,,,,19,,,,,,,,,,,,10,,,,,,,7,10,,19,,,,,,,,10,,
,,,,,,,,,18,,,,,,,,,,,,11,,,,,,,2,11,,18,,,,,,,,5.1,,
,,,,,,,,,17,,,,,,,,,,,,13,,,,,,,6,13,,17,,,,,,,,13.9,,
,,,,,,,,,16,,,,,,,,,,,,11,,,,,,,7,11,,16,,,,,,,,11.4,,
,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,5,6,,1,,,,,,,,5.6,,
,,,,,,,,,40,,,,,,,,,,,,10,,,,,,,14,10,,40,,,,,,,,5.6,,
,,,,,,,,,2,,,,,,,,,,,,6,,,,,,,14,6,,2,,,,,,,,3,,
,,,,,,,,,30,,,,,,,,,,,,4,,,,,,,9,4,,30,,,,,,,,6,,
,,,,,,,,,28,,,,,,,,,,,,11,,,,,,,6,11,,28,,,,,,,,8,,
,,,,,,,,,26,,,,,,,,,,,,3,,,,,,,6,3,,26,,,,,,,,3,,
,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,2.92,4,,1,,,,,,,,5,,
,,,,,,,,,44,,,,,,,,,,,,4,,,,,,,10,4,,44,,,,,,,,16,,
,,,,,,,,,15,,,,,,,,,,,,7,,,,,,,2.17,7,,15,,,,,,,,13,,
,,,,,,,,,26,,,,,,,,,,,,6,,,,,,,7,6,,26,,,,,,,,9,,
,,,,,,,,,25,,,,,,,,,,,,11,,,,,,,4,11,,25,,,,,,,,6,,
,,,,,,,,,29,,,,,,,,,,,,14,,,,,,,10,14,,29,,,,,,,,7,,
,,,,,,,,,26,,,,,,,,,,,,6,,,,,,,9,6,,26,,,,,,,,5,,
,,,,,,,,,25,,,,,,,,,,,,9,,,,,,,5,9,,25,,,,,,,,9,,
,,,,,,,,,38,,,,,,,,,,,,2,,,,,,,9,2,,38,,,,,,,,11,,
,,,,,,,,,60,,,,,,,,,,,,7,,,,,,,14,7,,60,,,,,,,,8,,
,,,,,,,,,43,,,,,,,,,,,,2,,,,,,,6,2,,43,,,,,,,,7,,
,,,,,,,,,32,,,,,,,,,,,,13,,,,,,,9,13,,32,,,,,,,,8,,
,,,,,,,,,44,,,,,,,,,,,,7,,,,,,,4,7,,44,,,,,,,,7,,
,,,,,,,,,3,,,,,,,,,,,,0.97,,,,,,,11,0.97,,3,,,,,,,,5,,
,,,,,,,,,57,,,,,,,,,,,,7,,,,,,,16,7,,57,,,,,,,,18,,
,,,,,,,,,28,,,,,,,,,,,,2,,,,,,,7,2,,28,,,,,,,,8,,
,,,,,,,,,40,,,,,,,,,,,,6,,,,,,,4,6,,40,,,,,,,,2,,
,,,,,,,,,26,,,,,,,,,,,,7,,,,,,,6,7,,26,,,,,,,,10,,
,,,,,,,,,25,,,,,,,,,,,,5,,,,,,,1,5,,25,,,,,,,,5,,
,,,,,,,,,40,,,,,,,,,,,,14,,,,,,,3.58,14,,40,,,,,,,,26,,
,,,,,,,,,16,,,,,,,,,,,,14,,,,,,,7,14,,16,,,,,,,,38,,
,,,,,,,,,20,,,,,,,,,,,,9,,,,,,,7,9,,20,,,,,,,,6,,
,,,,,,,,,29,,,,,,,,,,,,6,,,,,,,4.42,6,,29,,,,,,,,5,,
,,,,,,,,,26,,,,,,,,,,,,6,,,,,,,5.83,6,,26,,,,,,,,3,,
,,,,,,,,,26,,,,,,,,,,,,2.92,,,,,,,15,2.92,,26,,,,,,,,7,,
,,,,,,,,,17,,,,,,,,,,,,10,,,,,,,4,10,,17,,,,,,,,2,,
,,,,,,,,,20,,,,,,,,,,,,2.17,,,,,,,25,2.17,,20,,,,,,,,,,
,,,,,,,,,22,,,,,,,,,,,,7,,,,,,,9,7,,22,,,,,,,,,,
,,,,,,,,,19,,,,,,,,,,,,4,,,,,,,11,4,,19,,,,,,,,,,
,,,,,,,,,18,,,,,,,,,,,,10,,,,,,,4,10,,18,,,,,,,,,,
,,,,,,,,,13,,,,,,,,,,,,9,,,,,,,17,9,,13,,,,,,,,,,
,,,,,,,,,33,,,,,,,,,,,,5,,,,,,,10.2,5,,33,,,,,,,,,,
,,,,,,,,,35,,,,,,,,,,,,9,,,,,,,3.5,9,,35,,,,,,,,,,
,,,,,,,,,35,,,,,,,,,,,,14,,,,,,,5,14,,35,,,,,,,,,,
,,,,,,,,,24,,,,,,,,,,,,6,,,,,,,4,6,,24,,,,,,,,,,
,,,,,,,,,23,,,,,,,,,,,,9,,,,,,,10,9,,23,,,,,,,,,,
,,,,,,,,,17,,,,,,,,,,,,4,,,,,,,11,4,,17,,,,,,,,,,
,,,,,,,,,14,,,,,,,,,,,,11,,,,,,,8,11,,14,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,16,,,,,,,7,16,,10,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,7,,,,,,,16,7,,9,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,4,,,,,,,1.5,4,,9,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,6,,,,,,,10,6,,9,,,,,,,,,,
,,,,,,,,,6,,,,,,,,,,,,1,,,,,,,3,1,,6,,,,,,,,,,
,,,,,,,,,6,,,,,,,,,,,,3.58,,,,,,,10,3.58,,6,,,,,,,,,,
,,,,,,,,,14,,,,,,,,,,,,7,,,,,,,10,7,,14,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,7,,,,,,,8,7,,9,,,,,,,,,,
,,,,,,,,,5,,,,,,,,,,,,4.42,,,,,,,4,4.42,,5,,,,,,,,,,
,,,,,,,,,4,,,,,,,,,,,,5.83,,,,,,,3,5.83,,4,,,,,,,,,,
,,,,,,,,,31.4,,,,,,,,,,,,15,,,,,,,10,15,,31.4,,,,,,,,,,
,,,,,,,,,30.6,,,,,,,,,,,,4,,,,,,,6,4,,30.6,,,,,,,,,,
,,,,,,,,,27,,,,,,,,,,,,25,,,,,,,9,25,,27,,,,,,,,,,
,,,,,,,,,19.9,,,,,,,,,,,,9,,,,,,,5,9,,19.9,,,,,,,,,,
,,,,,,,,,12,,,,,,,,,,,,11,,,,,,,6,11,,12,,,,,,,,,,
,,,,,,,,,13,,,,,,,,,,,,4,,,,,,,13,4,,13,,,,,,,,,,
,,,,,,,,,36,,,,,,,,,,,,17,,,,,,,21,17,,36,,,,,,,,,,
,,,,,,,,,26,,,,,,,,,,,,10.2,,,,,,,9.6,10.2,,26,,,,,,,,,,
,,,,,,,,,15,,,,,,,,,,,,3.5,,,,,,,10.7,3.5,,15,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,13,5,,1,,,,,,,,,,
,,,,,,,,,13,,,,,,,,,,,,4,,,,,,,7.8,4,,13,,,,,,,,,,
,,,,,,,,,8,,,,,,,,,,,,10,,,,,,,6,10,,8,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,5.4,11,,1,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,8,,,,,,,9.6,8,,9,,,,,,,,,,
,,,,,,,,,8,,,,,,,,,,,,7,,,,,,,6.6,7,,8,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,16,,,,,,,4.3,16,,10,,,,,,,,,,
,,,,,,,,,7,,,,,,,,,,,,1.5,,,,,,,30,1.5,,7,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,10,,,,,,,2.9,10,,2,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,8,3,,2,,,,,,,,,,
,,,,,,,,,12,,,,,,,,,,,,10,,,,,,,8,10,,12,,,,,,,,,,
,,,,,,,,,3,,,,,,,,,,,,10,,,,,,,1.5,10,,3,,,,,,,,,,
,,,,,,,,,15,,,,,,,,,,,,8,,,,,,,4.5,8,,15,,,,,,,,,,
,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,15,4,,4,,,,,,,,,,
,,,,,,,,,18,,,,,,,,,,,,3,,,,,,,8,3,,18,,,,,,,,,,
,,,,,,,,,91,,,,,,,,,,,,10,,,,,,,5,10,,91,,,,,,,,,,
,,,,,,,,,16,,,,,,,,,,,,6,,,,,,,7,6,,16,,,,,,,,,,
,,,,,,,,,3,,,,,,,,,,,,9,,,,,,,3,9,,3,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,9,5,,1,,,,,,,,,,
,,,,,,,,,4,,,,,,,,,,,,6,,,,,,,13,6,,4,,,,,,,,,,
,,,,,,,,,32.4,,,,,,,,,,,,13,,,,,,,15,13,,32.4,,,,,,,,,,
,,,,,,,,,44,,,,,,,,,,,,21,,,,,,,9,21,,44,,,,,,,,,,
,,,,,,,,,38,,,,,,,,,,,,9.6,,,,,,,11,9.6,,38,,,,,,,,,,
,,,,,,,,,38,,,,,,,,,,,,10.7,,,,,,,3,10.7,,38,,,,,,,,,,
,,,,,,,,,28,,,,,,,,,,,,13,,,,,,,4,13,,28,,,,,,,,,,
,,,,,,,,,40,,,,,,,,,,,,7.8,,,,,,,6.83,7.8,,40,,,,,,,,,,
,,,,,,,,,27,,,,,,,,,,,,6,,,,,,,5.5,6,,27,,,,,,,,,,
,,,,,,,,,22,,,,,,,,,,,,5.4,,,,,,,5.92,5.4,,22,,,,,,,,,,
,,,,,,,,,20,,,,,,,,,,,,9.6,,,,,,,1.75,9.6,,20,,,,,,,,,,
,,,,,,,,,22,,,,,,,,,,,,6.6,,,,,,,11,6.6,,22,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,4.3,,,,,,,2.25,4.3,,10,,,,,,,,,,
,,,,,,,,,28.5,,,,,,,,,,,,30,,,,,,,8,30,,28.5,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,2.9,,,,,,,9,2.9,,10,,,,,,,,,,
,,,,,,,,,22,,,,,,,,,,,,8,,,,,,,3,8,,22,,,,,,,,,,
,,,,,,,,,24,,,,,,,,,,,,8,,,,,,,4,8,,24,,,,,,,,,,
,,,,,,,,,21,,,,,,,,,,,,1.5,,,,,,,8,1.5,,21,,,,,,,,,,
,,,,,,,,,9.5,,,,,,,,,,,,4.5,,,,,,,2.33,4.5,,9.5,,,,,,,,,,
,,,,,,,,,6.5,,,,,,,,,,,,15,,,,,,,12,15,,6.5,,,,,,,,,,
,,,,,,,,,6.3,,,,,,,,,,,,8,,,,,,,9,8,,6.3,,,,,,,,,,
,,,,,,,,,24,,,,,,,,,,,,5,,,,,,,2.75,5,,24,,,,,,,,,,
,,,,,,,,,30,,,,,,,,,,,,7,,,,,,,4.25,7,,30,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,5,3,,2,,,,,,,,,,
,,,,,,,,,16,,,,,,,,,,,,9,,,,,,,7,9,,16,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,13,,,,,,,9,13,,1,,,,,,,,,,
,,,,,,,,,11,,,,,,,,,,,,15,,,,,,,2,15,,11,,,,,,,,,,
,,,,,,,,,12,,,,,,,,,,,,9,,,,,,,42,9,,12,,,,,,,,,,
,,,,,,,,,14,,,,,,,,,,,,11,,,,,,,11,11,,14,,,,,,,,,,
,,,,,,,,,17,,,,,,,,,,,,5.92,,,,,,,3,5.92,,17,,,,,,,,,,
,,,,,,,,,27,,,,,,,,,,,,8,,,,,,,6,8,,27,,,,,,,,,,
,,,,,,,,,20,,,,,,,,,,,,13,,,,,,,6,13,,20,,,,,,,,,,
,,,,,,,,,56,,,,,,,,,,,,8,,,,,,,13,8,,56,,,,,,,,,,
,,,,,,,,,50,,,,,,,,,,,,17,,,,,,,9,17,,50,,,,,,,,,,
,,,,,,,,,36,,,,,,,,,,,,2.75,,,,,,,6,2.75,,36,,,,,,,,,,
,,,,,,,,,17,,,,,,,,,,,,8,,,,,,,10,8,,17,,,,,,,,,,
,,,,,,,,,34,,,,,,,,,,,,11,,,,,,,7,11,,34,,,,,,,,,,
,,,,,,,,,24,,,,,,,,,,,,3,,,,,,,6,3,,24,,,,,,,,,,
,,,,,,,,,23,,,,,,,,,,,,4,,,,,,,3,4,,23,,,,,,,,,,
,,,,,,,,,31,,,,,,,,,,,,6.83,,,,,,,3,6.83,,31,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,5.5,,,,,,,3,5.5,,1,,,,,,,,,,
,,,,,,,,,3.5,,,,,,,,,,,,5.92,,,,,,,23,5.92,,3.5,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,1.75,,,,,,,11,1.75,,9,,,,,,,,,,
,,,,,,,,,21,,,,,,,,,,,,11,,,,,,,11,11,,21,,,,,,,,,,
,,,,,,,,,26,,,,,,,,,,,,2.25,,,,,,,3,2.25,,26,,,,,,,,,,
,,,,,,,,,32,,,,,,,,,,,,8,,,,,,,3,8,,32,,,,,,,,,,
,,,,,,,,,28,,,,,,,,,,,,9,,,,,,,5,9,,28,,,,,,,,,,
,,,,,,,,,37,,,,,,,,,,,,3,,,,,,,18,3,,37,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,42,4,,1,,,,,,,,,,
,,,,,,,,,30,,,,,,,,,,,,8,,,,,,,31,8,,30,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,2.33,,,,,,,6,2.33,,1,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,12,,,,,,,7,12,,2,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,9,,,,,,,11,9,,2,,,,,,,,,,
,,,,,,,,,4,,,,,,,,,,,,2.75,,,,,,,20,2.75,,4,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,4.25,,,,,,,9,4.25,,10,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,5,,,,,,,14,5,,10,,,,,,,,,,
,,,,,,,,,13,,,,,,,,,,,,7,,,,,,,2,7,,13,,,,,,,,,,
,,,,,,,,,6,,,,,,,,,,,,9,,,,,,,4,9,,6,,,,,,,,,,
,,,,,,,,,9.266666667,,,,,,,,,,,,2,,,,,,,9,5.6,,19.4,,,,,,,,,,
,,,,,,,,,6.633333333,,,,,,,,,,,,42,,,,,,,2,2.1,,14.4,,,,,,,,,,
,,,,,,,,,14.96666667,,,,,,,,,,,,11,,,,,,,8,4.6,,61.5,,,,,,,,,,
,,,,,,,,,26.3,,,,,,,,,,,,3,,,,,,,4,8,,75.4,,,,,,,,,,
,,,,,,,,,14.23333333,,,,,,,,,,,,6,,,,,,,7,0.3,,38.4,,,,,,,,,,
,,,,,,,,,13.36666667,,,,,,,,,,,,6,,,,,,,7,7.8,,26.5,,,,,,,,,,
,,,,,,,,,13.4,,,,,,,,,,,,13,,,,,,,6,,,4.4,,,,,,,,,,
,,,,,,,,,11.56666667,,,,,,,,,,,,9,,,,,,,9,6.1,,13.2,,,,,,,,,,
,,,,,,,,,9.2,,,,,,,,,,,,6,,,,,,,7,12.2,,73.9,,,,,,,,,,
,,,,,,,,,9.166666667,,,,,,,,,,,,10,,,,,,,7,7.1,,46.9,,,,,,,,,,
,,,,,,,,,9.1,,,,,,,,,,,,7,,,,,,,9,10.9,,59.1,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,6,,,,,,,8,2.8,,31.3,,,,,,,,,,
,,,,,,,,,19.93333333,,,,,,,,,,,,3,,,,,,,16,11.1,,107.4,,,,,,,,,,
,,,,,,,,,19.93333333,,,,,,,,,,,,3,,,,,,,13,3.3,,10.8,,,,,,,,,,
,,,,,,,,,7.933333333,,,,,,,,,,,,3,,,,,,,5.6,1.7,,111.2,,,,,,,,,,
,,,,,,,,,19.73333333,,,,,,,,,,,,23,,,,,,,2.1,15.5,,59.2,,,,,,,,,,
,,,,,,,,,7.7,,,,,,,,,,,,11,,,,,,,4.6,7.8,,12,,,,,,,,,,
,,,,,,,,,7.7,,,,,,,,,,,,11,,,,,,,8,3.5,,14.3,,,,,,,,,,
